PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,Contaminant,MRL,Units,MethodID,AnalyticalResultsSign,AnalyticalResultValue,SampleEventCode,MonitoringRequirement,Region,State,UCMR1SampleType,Contaminant Classification
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,4/13/20,1182953,manganese,0.4,�g/L,EPA 200.8,<,,SEA4,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,4/13/20,1182953,tribufos,0.07,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,4/13/20,1182953,total permethrin,0.04,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,4/13/20,1182953,tebuconazole,0.2,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,4/13/20,1182953,profenofos,0.3,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,4/13/20,1182953,oxyfluorfen,0.05,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,4/13/20,1182953,ethoprop,0.03,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,4/13/20,1182953,dimethipin,0.2,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,8/6/19,1139232,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC1,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,8/6/19,1139232,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC1,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,8/6/19,1139232,total microcystin,0.3,�g/L,EPA 546,<,,SEC1,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,8/20/19,1142242,total microcystin,0.3,�g/L,EPA 546,<,,SEC2,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,8/20/19,1142242,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC2,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,8/20/19,1142242,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC2,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,9/4/19,1145344,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC3,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,9/4/19,1145344,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC3,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,9/4/19,1145344,total microcystin,0.3,�g/L,EPA 546,<,,SEC3,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,9/17/19,1149028,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC4,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,9/17/19,1149028,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC4,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,9/17/19,1149028,total microcystin,0.3,�g/L,EPA 546,<,,SEC4,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,10/8/19,1153804,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC5,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,10/8/19,1153804,total microcystin,0.3,�g/L,EPA 546,<,,SEC5,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,10/8/19,1153804,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC5,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,10/22/19,1157240,total microcystin,0.3,�g/L,EPA 546,<,,SEC6,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,10/22/19,1157240,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC6,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,10/22/19,1157240,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC6,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,11/5/19,1159673,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC7,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,11/5/19,1159673,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC7,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,11/5/19,1159673,total microcystin,0.3,�g/L,EPA 546,<,,SEC7,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,11/18/19,1161460,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC8,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,11/18/19,1161460,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC8,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,574,William Hooper Filter Plant,SW,301,Finished Water Tap,EP,,,11/18/19,1161460,total microcystin,0.3,�g/L,EPA 546,<,,SEC8,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,7/16/19,1135081,HAA6Br,,�g/L,EPA 552.3,=,7.913,SEH1,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,7/16/19,1135081,HAA5,,�g/L,EPA 552.3,=,26.566,SEH1,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,7/16/19,1135081,HAA9,,�g/L,EPA 552.3,=,33.671,SEH1,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,10/22/19,1156812,HAA6Br,,�g/L,EPA 552.3,=,9.158,SEH2,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,10/22/19,1156812,HAA5,,�g/L,EPA 552.3,=,40.0405,SEH2,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,10/22/19,1156812,HAA9,,�g/L,EPA 552.3,=,48.7495,SEH2,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,1/22/20,1170604,HAA5,,�g/L,EPA 552.3,=,37.912,SEH3,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,1/22/20,1170604,HAA6Br,,�g/L,EPA 552.3,=,9.345,SEH3,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,1/22/20,1170604,HAA9,,�g/L,EPA 552.3,=,46.317,SEH3,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,4/13/20,1182959,HAA5,,�g/L,EPA 552.3,=,34.8375,SEH4,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,4/13/20,1182959,HAA6Br,,�g/L,EPA 552.3,=,9.698,SEH4,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,501,14645 Wildwood Road,DS,,,4/13/20,1182959,HAA9,,�g/L,EPA 552.3,=,43.0875,SEH4,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,7/16/19,1135082,HAA5,,�g/L,EPA 552.3,=,20.352,SEH1,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,7/16/19,1135082,HAA6Br,,�g/L,EPA 552.3,=,3.203,SEH1,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,7/16/19,1135082,HAA9,,�g/L,EPA 552.3,=,23.555,SEH1,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,10/22/19,1156813,HAA5,,�g/L,EPA 552.3,=,45.643,SEH2,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,10/22/19,1156813,HAA6Br,,�g/L,EPA 552.3,=,20.786,SEH2,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,10/22/19,1156813,HAA9,,�g/L,EPA 552.3,=,63.62,SEH2,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,1/22/20,1170605,HAA5,,�g/L,EPA 552.3,=,38.197,SEH3,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,1/22/20,1170605,HAA6Br,,�g/L,EPA 552.3,=,11.669,SEH3,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,1/22/20,1170605,HAA9,,�g/L,EPA 552.3,=,48.616,SEH3,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,4/13/20,1182960,HAA9,,�g/L,EPA 552.3,=,34.209,SEH4,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,4/13/20,1182960,HAA6Br,,�g/L,EPA 552.3,=,11.483,SEH4,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,502,4320 Old Dixie Road,DS,,,4/13/20,1182960,HAA5,,�g/L,EPA 552.3,=,24.428,SEH4,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,503,215 Talmadge Road,DS,,,7/16/19,1135083,HAA9,,�g/L,EPA 552.3,=,39.519,SEH1,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,503,215 Talmadge Road,DS,,,7/16/19,1135083,HAA5,,�g/L,EPA 552.3,=,31.791,SEH1,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,503,215 Talmadge Road,DS,,,7/16/19,1135083,HAA6Br,,�g/L,EPA 552.3,=,8.782,SEH1,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,503,215 Talmadge Road,DS,,,10/22/19,1156814,HAA6Br,,�g/L,EPA 552.3,=,11.081,SEH2,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,503,215 Talmadge Road,DS,,,10/22/19,1156814,HAA5,,�g/L,EPA 552.3,=,45.537,SEH2,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,503,215 Talmadge Road,DS,,,10/22/19,1156814,HAA9,,�g/L,EPA 552.3,=,55.541,SEH2,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,503,215 Talmadge Road,DS,,,1/22/20,1170606,HAA5,,�g/L,EPA 552.3,=,33.281,SEH3,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,503,215 Talmadge Road,DS,,,1/22/20,1170606,HAA6Br,,�g/L,EPA 552.3,=,8.812,SEH3,AM,4,GA,,Disinfection Byproducts
GA0630000,Clayton County Water Authority,L,11112,Distribution System,SW,503,215 Talmadge Road,DS,,,1/22/20,1170606,HAA9,,�g/L,EPA 552.3,=,41.002,SEH3,AM,4,GA,,Disinfection Byproducts
